feature_set,n_features,model,calibration,K0,mean,mean_err
30,30,Logistic Regression C = 0.00175,uncalibrated,4.75,0.121426366124306,0.00872613206639069
30,30,Logistic Regression C = 0.00175,uncalibrated,4.76,0.257812129813885,0.0116261274354838
30,30,Logistic Regression C = 0.00175,uncalibrated,4.77,0.458667025879048,0.0138553143217329
30,30,Logistic Regression C = 0.00175,uncalibrated,4.78,0.655886524391804,0.0135109482808176
30,30,Logistic Regression C = 0.00175,uncalibrated,4.79,0.81945400739515,0.00739692836727034
30,30,Logistic Regression C = 0.00175,uncalibrated,4.81,0.965055777385866,0.00335589065754407
30,30,Logistic Regression C = 0.00175,uncalibrated,4.82,0.987947043722507,0.00244871701576049
30,30,Logistic Regression C = 0.00175,uncalibrated,4.83,0.996427003399785,0.000947468116590466
30,30,Logistic Regression C = 0.00175,uncalibrated,4.84,0.998787772463479,0.000326051902912017
30,30,Logistic Regression C = 0.00175,uncalibrated,4.85,0.999673417111791,0.000108309582307399
30,30,Logistic Regression C = 0.00175,uncalibrated,4.86,0.999902446357287,3.72890580140866E-05
30,30,Logistic Regression C = 0.00175,uncalibrated,4.87,0.999980422580157,4.6306509558319E-06
30,30,Logistic Regression C = 0.00175,uncalibrated,4.88,0.999994373798914,2.06853162800892E-06
30,30,Logistic Regression C = 0.00175,uncalibrated,4.9,0.99999873656569,4.95314267101588E-07
30,30,Logistic Regression C = 0.00175,uncalibrated,4.93,0.999999982689957,3.77675446039793E-09
30,30,Decision Tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,Decision Tree,calibrated,4.7,0.000293032961701162,0.000133771935412367
30,30,Decision Tree,calibrated,4.72,0.00294354848384427,0.000783673634036253
30,30,Decision Tree,calibrated,4.73,0.010420214834025,0.00277782727946598
30,30,Decision Tree,calibrated,4.74,0.0332336573879852,0.0043703525348815
30,30,Decision Tree,calibrated,4.75,0.077735659213725,0.00492141460549114
30,30,Decision Tree,calibrated,4.76,0.156103394917168,0.0113667719169162
30,30,Decision Tree,calibrated,4.77,0.290930425946184,0.00802474041798248
30,30,Decision Tree,calibrated,4.78,0.453115067767045,0.0129071110083959
30,30,Decision Tree,calibrated,4.79,0.621938971820167,0.0112456265580741
30,30,Decision Tree,calibrated,4.81,0.857916820075214,0.010225036943273
30,30,Decision Tree,calibrated,4.82,0.934346143362192,0.00423185818447893
30,30,Decision Tree,calibrated,4.83,0.969642984904361,0.00260831381413879
30,30,Decision Tree,calibrated,4.84,0.988201956476411,0.00160470923809609
30,30,Decision Tree,calibrated,4.85,0.995269249060392,0.000788702348474448
30,30,Decision Tree,calibrated,4.86,0.998300064401998,0.000401276852003424
30,30,Decision Tree,calibrated,4.87,0.998957292807403,0.000310926216163309
30,30,Decision Tree,calibrated,4.88,0.999761896367987,5.27384613212717E-05
30,30,Decision Tree,calibrated,4.9,0.999799950683256,3.69881113935772E-05
30,30,Decision Tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,Decision Tree,uncalibrated,4.67,0,0
30,30,Decision Tree,uncalibrated,4.7,0.000200722601364904,0.000200722601364914
30,30,Decision Tree,uncalibrated,4.72,0.00284495021337127,0.00142247510668563
30,30,Decision Tree,uncalibrated,4.73,0.0117386866281048,0.00255188839741409
30,30,Decision Tree,uncalibrated,4.74,0.037240932642487,0.00518134715025906
30,30,Decision Tree,uncalibrated,4.75,0.0874572051042639,0.00605049603065467
30,30,Decision Tree,uncalibrated,4.76,0.174446439257929,0.0116696588868941
30,30,Decision Tree,uncalibrated,4.77,0.318658892128291,0.0086916324798995
30,30,Decision Tree,uncalibrated,4.78,0.488194444444444,0.0133708961628431
30,30,Decision Tree,uncalibrated,4.79,0.656670252824098,0.0116059435236102
30,30,Decision Tree,uncalibrated,4.81,0.882607588489942,0.00967659791189207
30,30,Decision Tree,uncalibrated,4.82,0.948172394980901,0.00402227238489015
30,30,Decision Tree,uncalibrated,4.83,0.978494623655921,0.00233585611960588
30,30,Decision Tree,uncalibrated,4.84,0.99231843575419,0.00139016704431788
30,30,Decision Tree,uncalibrated,4.85,0.996899224806201,0.000822217187426157
30,30,Decision Tree,uncalibrated,4.86,0.999177438307873,0.000352526439482914
30,30,Decision Tree,uncalibrated,4.87,0.999393571861724,0.000265492733708584
30,30,Decision Tree,uncalibrated,4.88,1,0
30,30,Decision Tree,uncalibrated,4.9,1,0
30,30,Decision Tree,uncalibrated,4.93,1,0
30,30,Random Forest,calibrated,4.67,0.000159261030238211,8.53701644317157E-19
30,30,Random Forest,calibrated,4.7,0.000159794587357516,4.0640603972719E-07
30,30,Random Forest,calibrated,4.72,0.000182920429261157,4.42759657085791E-06
30,30,Random Forest,calibrated,4.73,0.000786527157123777,0.000240783572638445
30,30,Random Forest,calibrated,4.74,0.004289659110584,0.000751439666595448
30,30,Random Forest,calibrated,4.75,0.0251884537251704,0.00249086236158618
30,30,Random Forest,calibrated,4.76,0.0994175658451825,0.00766918830905416
30,30,Random Forest,calibrated,4.77,0.288090639663344,0.0148969824326933
30,30,Random Forest,calibrated,4.78,0.550937161168241,0.0162613486757406
30,30,Random Forest,calibrated,4.79,0.795738509783514,0.0112886163778811
30,30,Random Forest,calibrated,4.81,0.979556687978277,0.00278751850925618
30,30,Random Forest,calibrated,4.82,0.996415548243997,0.000783556152441649
30,30,Random Forest,calibrated,4.83,0.999116150924321,0.000172325053669376
30,30,Random Forest,calibrated,4.84,0.999688433158847,4.87227201598772E-05
30,30,Random Forest,calibrated,4.85,0.99981070265373,3.91380870433666E-06
30,30,Random Forest,calibrated,4.86,0.999829036602775,1.64274614505848E-06
30,30,Random Forest,calibrated,4.87,0.99983398862749,8.61355415977079E-07
30,30,Random Forest,calibrated,4.88,0.999836105373153,4.56538124934374E-07
30,30,Random Forest,calibrated,4.9,0.99983688058982,5.84561378692888E-08
30,30,Random Forest,calibrated,4.93,0.999836939599383,5.88313455706836E-15
30,30,Random Forest,uncalibrated,4.67,0,0
30,30,Random Forest,uncalibrated,4.7,6.52045050385299E-05,4.84060447751373E-05
30,30,Random Forest,uncalibrated,4.72,0.00220909416398138,0.000257278177105127
30,30,Random Forest,uncalibrated,4.73,0.00845185437223546,0.000898264715889759
30,30,Random Forest,uncalibrated,4.74,0.0270694444444449,0.00134431365815915
30,30,Random Forest,uncalibrated,4.75,0.0717693744164332,0.00326483464892768
30,30,Random Forest,uncalibrated,4.76,0.161161729503291,0.00626904144659447
30,30,Random Forest,uncalibrated,4.77,0.314898575744497,0.0103287690291055
30,30,Random Forest,uncalibrated,4.78,0.503071527777778,0.0110564033276117
30,30,Random Forest,uncalibrated,4.79,0.688072888649812,0.00890514364968993
30,30,Random Forest,uncalibrated,4.81,0.902864782276547,0.00466004583651641
30,30,Random Forest,uncalibrated,4.82,0.953387338325391,0.00196322879261022
30,30,Random Forest,uncalibrated,4.83,0.979666797848616,0.00126496837144193
30,30,Random Forest,uncalibrated,4.84,0.992079841713221,0.000729226189285244
30,30,Random Forest,uncalibrated,4.85,0.99734819121447,0.000262286789566397
30,30,Random Forest,uncalibrated,4.86,0.999146054181393,0.000128786467674863
30,30,Random Forest,uncalibrated,4.87,0.999629496402878,9.18206129591569E-05
30,30,Random Forest,uncalibrated,4.88,0.999899542359638,3.31675299569642E-05
30,30,Random Forest,uncalibrated,4.9,0.999992229992241,7.77000776999518E-06
30,30,Random Forest,uncalibrated,4.93,1,0
30,30,Gradient Boosted Trees,calibrated,4.67,0.000159261025842525,7.88379754938751E-19
30,30,Gradient Boosted Trees,calibrated,4.7,0.000159936805845928,5.82978912672967E-07
30,30,Gradient Boosted Trees,calibrated,4.72,0.000214328615231787,1.31533177592812E-05
30,30,Gradient Boosted Trees,calibrated,4.73,0.000708352008931905,0.000224673504731438
30,30,Gradient Boosted Trees,calibrated,4.74,0.0036706248843944,0.000598036062290517
30,30,Gradient Boosted Trees,calibrated,4.75,0.0196444336016864,0.00217999734755837
30,30,Gradient Boosted Trees,calibrated,4.76,0.079995515360305,0.0064622132688185
30,30,Gradient Boosted Trees,calibrated,4.77,0.244822258196106,0.0134789423699741
30,30,Gradient Boosted Trees,calibrated,4.78,0.493761481106956,0.0161695826611482
30,30,Gradient Boosted Trees,calibrated,4.79,0.748774376720039,0.011720594955128
30,30,Gradient Boosted Trees,calibrated,4.81,0.968072115934296,0.00374115617632681
30,30,Gradient Boosted Trees,calibrated,4.82,0.993208357979333,0.00119374646907836
30,30,Gradient Boosted Trees,calibrated,4.83,0.998365523256094,0.000236962492680526
30,30,Gradient Boosted Trees,calibrated,4.84,0.999546422291481,7.65799295905922E-05
30,30,Gradient Boosted Trees,calibrated,4.85,0.999774935600311,9.28467671990893E-06
30,30,Gradient Boosted Trees,calibrated,4.86,0.999820971180585,3.81052210711512E-06
30,30,Gradient Boosted Trees,calibrated,4.87,0.999828427282818,2.50624706382029E-06
30,30,Gradient Boosted Trees,calibrated,4.88,0.999835559927062,7.05916122629896E-07
30,30,Gradient Boosted Trees,calibrated,4.9,0.999836734546776,2.04255022094632E-07
30,30,Gradient Boosted Trees,calibrated,4.93,0.999836938801839,3.42193717970894E-15
30,30,Gradient Boosted Trees,uncalibrated,4.67,2.16568048796604E-05,6.60468475213207E-20
30,30,Gradient Boosted Trees,uncalibrated,4.7,2.18465868031815E-05,1.89781923520826E-07
30,30,Gradient Boosted Trees,uncalibrated,4.72,4.33453635144099E-05,9.75025873607688E-06
30,30,Gradient Boosted Trees,uncalibrated,4.73,0.000350493240200497,0.000274481643584933
30,30,Gradient Boosted Trees,uncalibrated,4.74,0.00225665395919331,0.000536292597196135
30,30,Gradient Boosted Trees,uncalibrated,4.75,0.013756003479023,0.00218878552657561
30,30,Gradient Boosted Trees,uncalibrated,4.76,0.0642511713263635,0.00600720891299019
30,30,Gradient Boosted Trees,uncalibrated,4.77,0.222593893131409,0.0141138454922755
30,30,Gradient Boosted Trees,uncalibrated,4.78,0.477481538864215,0.0168804935538706
30,30,Gradient Boosted Trees,uncalibrated,4.79,0.748176565869681,0.0117608146005831
30,30,Gradient Boosted Trees,uncalibrated,4.81,0.972034242160028,0.00418207080322375
30,30,Gradient Boosted Trees,uncalibrated,4.82,0.995237606280547,0.00128397365819589
30,30,Gradient Boosted Trees,uncalibrated,4.83,0.999178872669386,0.000239831180343235
30,30,Gradient Boosted Trees,uncalibrated,4.84,0.999890588364225,3.46115776687084E-05
30,30,Gradient Boosted Trees,uncalibrated,4.85,0.999965020533663,2.41392988109546E-06
30,30,Gradient Boosted Trees,uncalibrated,4.86,0.999974847233496,9.51117893480753E-07
30,30,Gradient Boosted Trees,uncalibrated,4.87,0.999976345992949,7.66207511836363E-07
30,30,Gradient Boosted Trees,uncalibrated,4.88,0.999977638427775,1.44409064063749E-07
30,30,Gradient Boosted Trees,uncalibrated,4.9,0.999977820565131,3.32630614702066E-08
30,30,Gradient Boosted Trees,uncalibrated,4.93,0.99997785382814,5.88313455706836E-15
30,30,kNN,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,kNN,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
30,30,kNN,calibrated,4.72,0.000160159418411802,8.98392123022154E-07
30,30,kNN,calibrated,4.73,0.0022123287784093,0.000595815690049493
30,30,kNN,calibrated,4.74,0.0153609720419768,0.00200859635298946
30,30,kNN,calibrated,4.75,0.073533967466412,0.00522421589807356
30,30,kNN,calibrated,4.76,0.215646709019512,0.012060369759404
30,30,kNN,calibrated,4.77,0.476973285112829,0.0151487703026362
30,30,kNN,calibrated,4.78,0.732940827411659,0.0135911282022722
30,30,kNN,calibrated,4.79,0.902760406137384,0.00580686078595699
30,30,kNN,calibrated,4.81,0.993835807261298,0.000927772200981986
30,30,kNN,calibrated,4.82,0.999516015527236,0.000220180173402065
30,30,kNN,calibrated,4.83,0.999715796304845,0.000119297486800131
30,30,kNN,calibrated,4.84,0.99983633026821,6.08526428657052E-07
30,30,kNN,calibrated,4.85,0.999836938794591,4.11831391011561E-15
30,30,kNN,calibrated,4.86,0.999836938794608,4.64439612620813E-15
30,30,kNN,calibrated,4.87,0.999836938794604,3.92208970471224E-15
30,30,kNN,calibrated,4.88,0.999836938794604,4.9026121308903E-15
30,30,kNN,calibrated,4.9,0.999836938794595,4.9026121308903E-15
30,30,kNN,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,kNN,uncalibrated,4.67,0,0
30,30,kNN,uncalibrated,4.7,0,0
30,30,kNN,uncalibrated,4.72,3.61729064930387E-05,3.61729064930367E-05
30,30,kNN,uncalibrated,4.73,0.00210992002722477,0.000683166918491909
30,30,kNN,uncalibrated,4.74,0.0153871072238419,0.00191453214846611
30,30,kNN,uncalibrated,4.75,0.0729847494553376,0.00512153611451596
30,30,kNN,uncalibrated,4.76,0.213704368641532,0.0106823184087132
30,30,kNN,uncalibrated,4.77,0.46517047906776,0.0157629993732081
30,30,kNN,uncalibrated,4.78,0.716472222222223,0.0138182648854495
30,30,kNN,uncalibrated,4.79,0.889696969696967,0.00594804564673226
30,30,kNN,uncalibrated,4.81,0.991774891774892,0.00114591291061872
30,30,kNN,uncalibrated,4.82,0.999183117767189,0.000307463302672231
30,30,kNN,uncalibrated,4.83,0.999868835257082,0.000104462298491701
30,30,kNN,uncalibrated,4.84,0.999976470588257,2.35294117647578E-05
30,30,kNN,uncalibrated,4.85,1,0
30,30,kNN,uncalibrated,4.86,1,0
30,30,kNN,uncalibrated,4.87,1,0
30,30,kNN,uncalibrated,4.88,1,0
30,30,kNN,uncalibrated,4.9,1,0
30,30,kNN,uncalibrated,4.93,1,0
30,30,kNN kd_tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,kNN kd_tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
30,30,kNN kd_tree,calibrated,4.72,0.000160159418411802,8.98392123022154E-07
30,30,kNN kd_tree,calibrated,4.73,0.0022123287784093,0.000595815690049493
30,30,kNN kd_tree,calibrated,4.74,0.0153609720419768,0.00200859635298946
30,30,kNN kd_tree,calibrated,4.75,0.073533967466412,0.00522421589807356
30,30,kNN kd_tree,calibrated,4.76,0.215646709019512,0.012060369759404
30,30,kNN kd_tree,calibrated,4.77,0.476973285112829,0.0151487703026362
30,30,kNN kd_tree,calibrated,4.78,0.732940827411659,0.0135911282022722
30,30,kNN kd_tree,calibrated,4.79,0.902760406137384,0.00580686078595699
30,30,kNN kd_tree,calibrated,4.81,0.993835807261298,0.000927772200981986
30,30,kNN kd_tree,calibrated,4.82,0.999516015527236,0.000220180173402065
30,30,kNN kd_tree,calibrated,4.83,0.999715796304845,0.000119297486800131
30,30,kNN kd_tree,calibrated,4.84,0.99983633026821,6.08526428657052E-07
30,30,kNN kd_tree,calibrated,4.85,0.999836938794591,4.11831391011561E-15
30,30,kNN kd_tree,calibrated,4.86,0.999836938794608,4.64439612620813E-15
30,30,kNN kd_tree,calibrated,4.87,0.999836938794604,3.92208970471224E-15
30,30,kNN kd_tree,calibrated,4.88,0.999836938794604,4.9026121308903E-15
30,30,kNN kd_tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
30,30,kNN kd_tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,kNN kd_tree,uncalibrated,4.67,0,0
30,30,kNN kd_tree,uncalibrated,4.7,0,0
30,30,kNN kd_tree,uncalibrated,4.72,3.61729064930387E-05,3.61729064930367E-05
30,30,kNN kd_tree,uncalibrated,4.73,0.00210992002722477,0.000683166918491909
30,30,kNN kd_tree,uncalibrated,4.74,0.0153871072238419,0.00191453214846611
30,30,kNN kd_tree,uncalibrated,4.75,0.0729847494553376,0.00512153611451596
30,30,kNN kd_tree,uncalibrated,4.76,0.213704368641532,0.0106823184087132
30,30,kNN kd_tree,uncalibrated,4.77,0.46517047906776,0.0157629993732081
30,30,kNN kd_tree,uncalibrated,4.78,0.716472222222223,0.0138182648854495
30,30,kNN kd_tree,uncalibrated,4.79,0.889696969696967,0.00594804564673226
30,30,kNN kd_tree,uncalibrated,4.81,0.991774891774892,0.00114591291061872
30,30,kNN kd_tree,uncalibrated,4.82,0.999183117767189,0.000307463302672231
30,30,kNN kd_tree,uncalibrated,4.83,0.999868835257082,0.000104462298491701
30,30,kNN kd_tree,uncalibrated,4.84,0.999976470588257,2.35294117647578E-05
30,30,kNN kd_tree,uncalibrated,4.85,1,0
30,30,kNN kd_tree,uncalibrated,4.86,1,0
30,30,kNN kd_tree,uncalibrated,4.87,1,0
30,30,kNN kd_tree,uncalibrated,4.88,1,0
30,30,kNN kd_tree,uncalibrated,4.9,1,0
30,30,kNN kd_tree,uncalibrated,4.93,1,0
30,30,kNN ball_tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,kNN ball_tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
30,30,kNN ball_tree,calibrated,4.72,0.000160159418411802,8.98392123022154E-07
30,30,kNN ball_tree,calibrated,4.73,0.0022123287784093,0.000595815690049493
30,30,kNN ball_tree,calibrated,4.74,0.0153609720419768,0.00200859635298946
30,30,kNN ball_tree,calibrated,4.75,0.073533967466412,0.00522421589807356
30,30,kNN ball_tree,calibrated,4.76,0.215646709019512,0.012060369759404
30,30,kNN ball_tree,calibrated,4.77,0.476973285112829,0.0151487703026362
30,30,kNN ball_tree,calibrated,4.78,0.732940827411659,0.0135911282022722
30,30,kNN ball_tree,calibrated,4.79,0.902760406137384,0.00580686078595699
30,30,kNN ball_tree,calibrated,4.81,0.993835807261298,0.000927772200981986
30,30,kNN ball_tree,calibrated,4.82,0.999516015527236,0.000220180173402065
30,30,kNN ball_tree,calibrated,4.83,0.999715796304845,0.000119297486800131
30,30,kNN ball_tree,calibrated,4.84,0.99983633026821,6.08526428657052E-07
30,30,kNN ball_tree,calibrated,4.85,0.999836938794591,4.11831391011561E-15
30,30,kNN ball_tree,calibrated,4.86,0.999836938794608,4.64439612620813E-15
30,30,kNN ball_tree,calibrated,4.87,0.999836938794604,3.92208970471224E-15
30,30,kNN ball_tree,calibrated,4.88,0.999836938794604,4.9026121308903E-15
30,30,kNN ball_tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
30,30,kNN ball_tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,kNN ball_tree,uncalibrated,4.67,0,0
30,30,kNN ball_tree,uncalibrated,4.7,0,0
30,30,kNN ball_tree,uncalibrated,4.72,3.61729064930387E-05,3.61729064930367E-05
30,30,kNN ball_tree,uncalibrated,4.73,0.00210992002722477,0.000683166918491909
30,30,kNN ball_tree,uncalibrated,4.74,0.0153871072238419,0.00191453214846611
30,30,kNN ball_tree,uncalibrated,4.75,0.0729847494553376,0.00512153611451596
30,30,kNN ball_tree,uncalibrated,4.76,0.213704368641532,0.0106823184087132
30,30,kNN ball_tree,uncalibrated,4.77,0.46517047906776,0.0157629993732081
30,30,kNN ball_tree,uncalibrated,4.78,0.716472222222223,0.0138182648854495
30,30,kNN ball_tree,uncalibrated,4.79,0.889696969696967,0.00594804564673226
30,30,kNN ball_tree,uncalibrated,4.81,0.991774891774892,0.00114591291061872
30,30,kNN ball_tree,uncalibrated,4.82,0.999183117767189,0.000307463302672231
30,30,kNN ball_tree,uncalibrated,4.83,0.999868835257082,0.000104462298491701
30,30,kNN ball_tree,uncalibrated,4.84,0.999976470588257,2.35294117647578E-05
30,30,kNN ball_tree,uncalibrated,4.85,1,0
30,30,kNN ball_tree,uncalibrated,4.86,1,0
30,30,kNN ball_tree,uncalibrated,4.87,1,0
30,30,kNN ball_tree,uncalibrated,4.88,1,0
30,30,kNN ball_tree,uncalibrated,4.9,1,0
30,30,kNN ball_tree,uncalibrated,4.93,1,0
30,30,SVM (RBF),calibrated,4.67,0.000307437321907316,2.81218479269723E-05
30,30,SVM (RBF),calibrated,4.7,0.00541709546451834,0.000273367506443976
30,30,SVM (RBF),calibrated,4.72,0.0323625225679921,0.00120461909512394
30,30,SVM (RBF),calibrated,4.73,0.0724507723635426,0.00192611544741848
30,30,SVM (RBF),calibrated,4.74,0.14832174631966,0.00350021216562089
30,30,SVM (RBF),calibrated,4.75,0.264804778566836,0.00747745877994822
30,30,SVM (RBF),calibrated,4.76,0.415786297568928,0.00771354855366173
30,30,SVM (RBF),calibrated,4.77,0.579706660487295,0.00800289167381789
30,30,SVM (RBF),calibrated,4.78,0.72040146030239,0.00702547351164956
30,30,SVM (RBF),calibrated,4.79,0.831819641263878,0.00433401339498066
30,30,SVM (RBF),calibrated,4.81,0.942222979823268,0.0029107074163558
30,30,SVM (RBF),calibrated,4.82,0.968027338699353,0.00113536038377919
30,30,SVM (RBF),calibrated,4.83,0.981894898748659,0.000533037889734899
30,30,SVM (RBF),calibrated,4.84,0.98903596029104,0.000805174845161294
30,30,SVM (RBF),calibrated,4.85,0.993646281362949,0.000241118227866552
30,30,SVM (RBF),calibrated,4.86,0.996065383554401,0.000139668381272299
30,30,SVM (RBF),calibrated,4.87,0.99738708670957,9.20542432710444E-05
30,30,SVM (RBF),calibrated,4.88,0.998244698138938,5.87047111385268E-05
30,30,SVM (RBF),calibrated,4.9,0.999196682618009,2.52673339049197E-05
30,30,SVM (RBF),calibrated,4.93,0.999686681684968,1.16842582497745E-05
30,30,SVM (RBF),uncalibrated,4.67,0.20084385870965,0.00157722900116086
30,30,SVM (RBF),uncalibrated,4.7,0.28267266795881,0.00139987678187078
30,30,SVM (RBF),uncalibrated,4.72,0.344006039140326,0.0012885680140827
30,30,SVM (RBF),uncalibrated,4.73,0.376631021203803,0.00104929720771165
30,30,SVM (RBF),uncalibrated,4.74,0.41042998544519,0.00109861215990993
30,30,SVM (RBF),uncalibrated,4.75,0.443140590208351,0.0017153986513345
30,30,SVM (RBF),uncalibrated,4.76,0.475285915671695,0.00150259073039571
30,30,SVM (RBF),uncalibrated,4.77,0.5068259998561,0.00156219848008541
30,30,SVM (RBF),uncalibrated,4.78,0.535795934707531,0.00152818446968448
30,30,SVM (RBF),uncalibrated,4.79,0.564527791739863,0.0014555877021384
30,30,SVM (RBF),uncalibrated,4.81,0.612250044423655,0.00200050470514335
30,30,SVM (RBF),uncalibrated,4.82,0.635141828452907,0.00101913300835847
30,30,SVM (RBF),uncalibrated,4.83,0.655730866506388,0.000962975693795464
30,30,SVM (RBF),uncalibrated,4.84,0.672667877684261,0.0017374439593751
