feature_set,n_features,model,calibration,K0,mean,mean_err
30,30,Logistic Regression C = 0.00175,uncalibrated,4.75,0.302347368958086,0.00570842588393657
30,30,Logistic Regression C = 0.00175,uncalibrated,4.76,0.40563211630558,0.00530358452324657
30,30,Logistic Regression C = 0.00175,uncalibrated,4.77,0.515035604571206,0.00654446842427866
30,30,Logistic Regression C = 0.00175,uncalibrated,4.78,0.616975647609415,0.00546480719835327
30,30,Logistic Regression C = 0.00175,uncalibrated,4.79,0.708138422259723,0.0042010912242836
30,30,Logistic Regression C = 0.00175,uncalibrated,4.81,0.835916657018666,0.00538291331168333
30,30,Logistic Regression C = 0.00175,uncalibrated,4.82,0.881191745434007,0.0019748990626337
30,30,Logistic Regression C = 0.00175,uncalibrated,4.83,0.91317482220567,0.00171054361024102
30,30,Logistic Regression C = 0.00175,uncalibrated,4.84,0.934356732036927,0.00259595876246976
30,30,Logistic Regression C = 0.00175,uncalibrated,4.85,0.952537902643852,0.00122467375246091
30,30,Logistic Regression C = 0.00175,uncalibrated,4.86,0.964460223273204,0.00103050237562488
30,30,Logistic Regression C = 0.00175,uncalibrated,4.87,0.972481881482645,0.000719175756121213
30,30,Logistic Regression C = 0.00175,uncalibrated,4.88,0.978439873485668,0.000498974167068502
30,30,Logistic Regression C = 0.00175,uncalibrated,4.9,0.987198761861903,0.000341964202476517
30,30,Logistic Regression C = 0.00175,uncalibrated,4.93,0.993024231624866,0.000237030006867585
30,30,kNN,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,kNN,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
30,30,kNN,calibrated,4.72,0.000238445775328077,7.82643300163588E-05
30,30,kNN,calibrated,4.73,0.00149896942668506,0.000615345019085446
30,30,kNN,calibrated,4.74,0.0124585071494173,0.00187420853197425
30,30,kNN,calibrated,4.75,0.0714630811855573,0.00597269728639799
30,30,kNN,calibrated,4.76,0.21578917827966,0.0125661592524369
30,30,kNN,calibrated,4.77,0.49416387321113,0.017773447831006
30,30,kNN,calibrated,4.78,0.764846611254805,0.0129770815007234
30,30,kNN,calibrated,4.79,0.927702588926319,0.00528436221584466
30,30,kNN,calibrated,4.81,0.997173094323136,0.000803359608917446
30,30,kNN,calibrated,4.82,0.999573023737602,0.000182936824247787
30,30,kNN,calibrated,4.83,0.999836481720366,4.57074292505324E-07
30,30,kNN,calibrated,4.84,0.999836938794597,4.30560463497216E-15
30,30,kNN,calibrated,4.85,0.999836938794591,4.11831391011561E-15
30,30,kNN,calibrated,4.86,0.999836938794608,4.64439612620813E-15
30,30,kNN,calibrated,4.87,0.999836938794604,3.92208970471224E-15
30,30,kNN,calibrated,4.88,0.999836938794604,4.9026121308903E-15
30,30,kNN,calibrated,4.9,0.999836938794595,4.9026121308903E-15
30,30,kNN,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,kNN,uncalibrated,4.67,0,0
30,30,kNN,uncalibrated,4.7,0,0
30,30,kNN,uncalibrated,4.72,0.000144691625972152,0.000114030748895989
30,30,kNN,uncalibrated,4.73,0.00170125893160939,0.000680503572643756
30,30,kNN,uncalibrated,4.74,0.0136437642461739,0.0019552679403725
30,30,kNN,uncalibrated,4.75,0.0739150723285115,0.00675058938685026
30,30,kNN,uncalibrated,4.76,0.218222621184919,0.0124946819028788
30,30,kNN,uncalibrated,4.77,0.490202848511005,0.0154582459453282
30,30,kNN,uncalibrated,4.78,0.751416666666667,0.0124348146024592
30,30,kNN,uncalibrated,4.79,0.91876094276094,0.00512642582785091
30,30,kNN,uncalibrated,4.81,0.995466123280692,0.000923075423666331
30,30,kNN,uncalibrated,4.82,0.999563854436418,0.000168477984357307
30,30,kNN,uncalibrated,4.83,1,0
30,30,kNN,uncalibrated,4.84,1,0
30,30,kNN,uncalibrated,4.85,1,0
30,30,kNN,uncalibrated,4.86,1,0
30,30,kNN,uncalibrated,4.87,1,0
30,30,kNN,uncalibrated,4.88,1,0
30,30,kNN,uncalibrated,4.9,1,0
30,30,kNN,uncalibrated,4.93,1,0
30,30,kNN kd_tree,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
30,30,kNN kd_tree,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
30,30,kNN kd_tree,calibrated,4.72,0.000238445775328077,7.82643300163588E-05
30,30,kNN kd_tree,calibrated,4.73,0.00149896942668506,0.000615345019085446
30,30,kNN kd_tree,calibrated,4.74,0.0124585071494173,0.00187420853197425
30,30,kNN kd_tree,calibrated,4.75,0.0714630811855573,0.00597269728639799
30,30,kNN kd_tree,calibrated,4.76,0.21578917827966,0.0125661592524369
30,30,kNN kd_tree,calibrated,4.77,0.49416387321113,0.017773447831006
30,30,kNN kd_tree,calibrated,4.78,0.764846611254805,0.0129770815007234
30,30,kNN kd_tree,calibrated,4.79,0.927702588926319,0.00528436221584466
30,30,kNN kd_tree,calibrated,4.81,0.997173094323136,0.000803359608917446
30,30,kNN kd_tree,calibrated,4.82,0.999573023737602,0.000182936824247787
30,30,kNN kd_tree,calibrated,4.83,0.999836481720366,4.57074292505324E-07
30,30,kNN kd_tree,calibrated,4.84,0.999836938794597,4.30560463497216E-15
30,30,kNN kd_tree,calibrated,4.85,0.999836938794591,4.11831391011561E-15
30,30,kNN kd_tree,calibrated,4.86,0.999836938794608,4.64439612620813E-15
30,30,kNN kd_tree,calibrated,4.87,0.999836938794604,3.92208970471224E-15
30,30,kNN kd_tree,calibrated,4.88,0.999836938794604,4.9026121308903E-15
30,30,kNN kd_tree,calibrated,4.9,0.999836938794595,4.9026121308903E-15
30,30,kNN kd_tree,calibrated,4.93,0.999836938794604,4.9026121308903E-15
30,30,kNN kd_tree,uncalibrated,4.67,0,0
30,30,kNN kd_tree,uncalibrated,4.7,0,0
30,30,kNN kd_tree,uncalibrated,4.72,0.000144691625972152,0.000114030748895989
30,30,kNN kd_tree,uncalibrated,4.73,0.00170125893160939,0.000680503572643756
30,30,kNN kd_tree,uncalibrated,4.74,0.0136437642461739,0.0019552679403725
30,30,kNN kd_tree,uncalibrated,4.75,0.0739150723285115,0.00675058938685026
30,30,kNN kd_tree,uncalibrated,4.76,0.218222621184919,0.0124946819028788
30,30,kNN kd_tree,uncalibrated,4.77,0.490202848511005,0.0154582459453282
30,30,kNN kd_tree,uncalibrated,4.78,0.751416666666667,0.0124348146024592
30,30,kNN kd_tree,uncalibrated,4.79,0.91876094276094,0.00512642582785091
30,30,kNN kd_tree,uncalibrated,4.81,0.995466123280692,0.000923075423666331
30,30,kNN kd_tree,uncalibrated,4.82,0.999563854436418,0.000168477984357307
30,30,kNN kd_tree,uncalibrated,4.83,1,0
30,30,kNN kd_tree,uncalibrated,4.84,1,0
30,30,kNN kd_tree,uncalibrated,4.85,1,0
30,30,kNN kd_tree,uncalibrated,4.86,1,0
30,30,kNN kd_tree,uncalibrated,4.87,1,0
30,30,kNN kd_tree,uncalibrated,4.88,1,0
30,30,kNN kd_tree,uncalibrated,4.9,1,0
30,30,kNN kd_tree,uncalibrated,4.93,1,0
30,30,SVM (RBF),calibrated,4.67,0.000188046175172187,9.94177394008884E-06
30,30,SVM (RBF),calibrated,4.7,0.00165481298185969,0.000124467621207385
30,30,SVM (RBF),calibrated,4.72,0.014407030860553,0.00111238320710738
30,30,SVM (RBF),calibrated,4.73,0.0403003797689098,0.00180873446565331
30,30,SVM (RBF),calibrated,4.74,0.10225454050867,0.00356399333845909
30,30,SVM (RBF),calibrated,4.75,0.220693272501284,0.00848574957475771
30,30,SVM (RBF),calibrated,4.76,0.391979220131572,0.0088119118402487
30,30,SVM (RBF),calibrated,4.77,0.596251933125852,0.0102348033028025
30,30,SVM (RBF),calibrated,4.78,0.764216317515133,0.00867358554282974
30,30,SVM (RBF),calibrated,4.79,0.882873503390048,0.00426376662872029
30,30,SVM (RBF),calibrated,4.81,0.975124186319131,0.00235155330492431
30,30,SVM (RBF),calibrated,4.82,0.990216796777291,0.000655673426637499
30,30,SVM (RBF),calibrated,4.83,0.995557366685546,0.000221142885002246
30,30,SVM (RBF),calibrated,4.84,0.997576694769308,0.000250364662344849
30,30,SVM (RBF),calibrated,4.85,0.998742056678736,7.37958640930312E-05
30,30,SVM (RBF),calibrated,4.86,0.999229719902129,3.30104336062902E-05
30,30,SVM (RBF),calibrated,4.87,0.999469909776444,1.83704275862708E-05
30,30,SVM (RBF),calibrated,4.88,0.999616382824576,8.43442139114635E-06
30,30,SVM (RBF),calibrated,4.9,0.999756458470846,3.76871896409179E-06
30,30,SVM (RBF),calibrated,4.93,0.999817234821005,3.61604288735958E-06
30,30,SVM (RBF),uncalibrated,4.67,0.158177575208459,0.000454562468160594
30,30,SVM (RBF),uncalibrated,4.7,0.19780435597188,0.00114345935699411
30,30,SVM (RBF),uncalibrated,4.72,0.253624468018306,0.00155593099639853
30,30,SVM (RBF),uncalibrated,4.73,0.289246192588783,0.00138853455252843
30,30,SVM (RBF),uncalibrated,4.74,0.332636306646698,0.00157343781127588
30,30,SVM (RBF),uncalibrated,4.75,0.378366206309963,0.00243570769855729
30,30,SVM (RBF),uncalibrated,4.76,0.425508903613718,0.00221181767763312
30,30,SVM (RBF),uncalibrated,4.77,0.473820712791879,0.00255691614398678
30,30,SVM (RBF),uncalibrated,4.78,0.517298332212486,0.00265715063041224
30,30,SVM (RBF),uncalibrated,4.79,0.558950583269662,0.00222861213264388
30,30,SVM (RBF),uncalibrated,4.81,0.626482851192692,0.00334554271739657
30,30,SVM (RBF),uncalibrated,4.82,0.656524220092351,0.00142562739140597
30,30,SVM (RBF),uncalibrated,4.83,0.680097823276819,0.00111178392927276
30,30,SVM (RBF),uncalibrated,4.84,0.697553718956612,0.00185262138486091
30,30,SVM (RBF),uncalibrated,4.85,0.71521860472349,0.00121138744782673
30,30,SVM (RBF),uncalibrated,4.86,0.728009524144769,0.000870110806489161
30,30,SVM (RBF),uncalibrated,4.87,0.737644591146078,0.000728779264631841
30,30,SVM (RBF),uncalibrated,4.88,0.74567798496965,0.000533257720796224
30,30,SVM (RBF),uncalibrated,4.9,0.75746503423315,0.000390363763061756
30,30,SVM (RBF),uncalibrated,4.93,0.765573396144399,0.000578372980967514
30,30,Neural Network,calibrated,4.67,0.000159261027325981,2.29383382144147E-09
30,30,Neural Network,calibrated,4.7,0.000168174277061252,7.66955749247223E-06
30,30,Neural Network,calibrated,4.72,0.00135670464569785,0.000419581907862245
30,30,Neural Network,calibrated,4.73,0.00752173452105831,0.00129500465838937
30,30,Neural Network,calibrated,4.74,0.0360084976404234,0.00350848065923152
30,30,Neural Network,calibrated,4.75,0.126019401109284,0.0107585470413224
30,30,Neural Network,calibrated,4.76,0.303263634585819,0.0117563240665442
30,30,Neural Network,calibrated,4.77,0.561693245183928,0.0140541372404938
30,30,Neural Network,calibrated,4.78,0.781575233951514,0.0111440179082721
30,30,Neural Network,calibrated,4.79,0.920073593979657,0.00525075778623661
30,30,Neural Network,calibrated,4.81,0.993910289362227,0.000885930763787832
30,30,Neural Network,calibrated,4.82,0.998919947133234,0.000456509874261772
30,30,Neural Network,calibrated,4.83,0.999817375412497,3.14689191767829E-06
30,30,Neural Network,calibrated,4.84,0.999824123327051,8.0729868354168E-06
30,30,Neural Network,calibrated,4.85,0.999834443845656,3.52547029944303E-07
30,30,Neural Network,calibrated,4.86,0.999835918757328,1.21424341985218E-07
30,30,Neural Network,calibrated,4.87,0.999836392345999,4.72650821607597E-08
30,30,Neural Network,calibrated,4.88,0.999836643278441,2.01938745455462E-08
30,30,Neural Network,calibrated,4.9,0.999836859358642,7.77515714602461E-09
30,30,Neural Network,calibrated,4.93,0.999836938673022,1.8154696570526E-09
30,30,Neural Network,uncalibrated,4.67,7.17678748539848E-07,6.12322979933577E-08
30,30,Neural Network,uncalibrated,4.7,8.07975338647617E-05,1.37145341783688E-05
30,30,Neural Network,uncalibrated,4.72,0.00300307991423854,0.000451517684147951
30,30,Neural Network,uncalibrated,4.73,0.0133849256229271,0.00132523355450978
30,30,Neural Network,uncalibrated,4.74,0.0499211684063147,0.00309775963475972
30,30,Neural Network,uncalibrated,4.75,0.141756199771346,0.00938653875897038
30,30,Neural Network,uncalibrated,4.76,0.306761169073109,0.0131684507179934
30,30,Neural Network,uncalibrated,4.77,0.53470532630358,0.0149643265318865
30,30,Neural Network,uncalibrated,4.78,0.740706617675356,0.010399026916872
30,30,Neural Network,uncalibrated,4.79,0.881174324397797,0.00537266985204292
30,30,Neural Network,uncalibrated,4.81,0.981733190150676,0.00199346742407919
30,30,Neural Network,uncalibrated,4.82,0.994264939723658,0.000876133906571409
30,30,Neural Network,uncalibrated,4.83,0.998067389468022,0.000230422962433696
30,30,Neural Network,uncalibrated,4.84,0.999151531793404,0.00012088057050591
30,30,Neural Network,uncalibrated,4.85,0.999656092459714,3.59814455717827E-05
30,30,Neural Network,uncalibrated,4.86,0.999834889393445,1.58460751622018E-05
30,30,Neural Network,uncalibrated,4.87,0.99991087947381,6.14823485553413E-06
30,30,Neural Network,uncalibrated,4.88,0.999948551198091,3.34994459123948E-06
30,30,Neural Network,uncalibrated,4.9,0.999982611464749,9.54685620787706E-07
30,30,Neural Network,uncalibrated,4.93,0.999995407481583,2.93804550277114E-07
20,20,Logistic Regression,calibrated,4.67,0.00018858291912517,1.39753824454712E-05
20,20,Logistic Regression,calibrated,4.7,0.00347600922980415,0.000164760754036493
20,20,Logistic Regression,calibrated,4.72,0.0221452580829929,0.000829485951253635
20,20,Logistic Regression,calibrated,4.73,0.0511534129618905,0.00142014155078153
20,20,Logistic Regression,calibrated,4.74,0.111020232207411,0.00293677949382806
20,20,Logistic Regression,calibrated,4.75,0.211192051811092,0.00745266347857706
20,20,Logistic Regression,calibrated,4.76,0.353463599522467,0.00887514083231304
20,20,Logistic Regression,calibrated,4.77,0.519511851244871,0.0108005340301928
20,20,Logistic Regression,calibrated,4.78,0.674467990227016,0.00814494035966764
20,20,Logistic Regression,calibrated,4.79,0.799733273776327,0.00531639580665057
20,20,Logistic Regression,calibrated,4.81,0.932878416775452,0.00381133122516369
20,20,Logistic Regression,calibrated,4.82,0.963744544623972,0.00161621016913403
20,20,Logistic Regression,calibrated,4.83,0.980358039096642,0.000743297787157396
20,20,Logistic Regression,calibrated,4.84,0.988591798547881,0.000958401288751465
20,20,Logistic Regression,calibrated,4.85,0.993789645453298,0.000319667584618045
20,20,Logistic Regression,calibrated,4.86,0.996337690795001,0.000219584052905114
20,20,Logistic Regression,calibrated,4.87,0.997710354286492,0.000107161878550036
20,20,Logistic Regression,calibrated,4.88,0.998544228145979,5.739689263162E-05
20,20,Logistic Regression,calibrated,4.9,0.999416664845115,2.56064990239704E-05
20,20,Logistic Regression,calibrated,4.93,0.999809492772302,1.0215493630408E-05
20,20,Logistic Regression,uncalibrated,4.67,0.000103629040935307,8.50593941722176E-06
20,20,Logistic Regression,uncalibrated,4.7,0.00246097125491101,0.000129586064969746
20,20,Logistic Regression,uncalibrated,4.72,0.0184823231886046,0.000768216079195295
20,20,Logistic Regression,uncalibrated,4.73,0.0458410388236765,0.00140485722689626
20,20,Logistic Regression,uncalibrated,4.74,0.105534641801047,0.00303918307168076
20,20,Logistic Regression,uncalibrated,4.75,0.209599104050025,0.00786397992139402
20,20,Logistic Regression,uncalibrated,4.76,0.360231513601351,0.00946994087488412
20,20,Logistic Regression,uncalibrated,4.77,0.535978306012317,0.0112997681530198
20,20,Logistic Regression,uncalibrated,4.78,0.696932240384238,0.00832571918440286
20,20,Logistic Regression,uncalibrated,4.79,0.822535318963446,0.00514099712805646
20,20,Logistic Regression,uncalibrated,4.81,0.946784611134762,0.00326409829273322
20,20,Logistic Regression,uncalibrated,4.82,0.973049610838458,0.00141663152808671
20,20,Logistic Regression,uncalibrated,4.83,0.986265075348109,0.0005649105317026
20,20,Logistic Regression,uncalibrated,4.84,0.992429835878349,0.000721227797497948
20,20,Logistic Regression,uncalibrated,4.85,0.996104366483936,0.000222947471854643
20,20,Logistic Regression,uncalibrated,4.86,0.997806188096884,0.000147812215785898
20,20,Logistic Regression,uncalibrated,4.87,0.998684060383134,6.81983166479552E-05
20,20,Logistic Regression,uncalibrated,4.88,0.999197435696146,3.48405635114129E-05
20,20,Logistic Regression,uncalibrated,4.9,0.999701721867681,1.42053176583648E-05
20,20,Logistic Regression,uncalibrated,4.93,0.999912018941806,5.01636352660006E-06
20,20,Logistic Regression C = 0.00175,calibrated,4.67,0.000189579033570417,1.38512367202297E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.7,0.0034361217984254,0.000162747034790835
20,20,Logistic Regression C = 0.00175,calibrated,4.72,0.0217090176832019,0.000816173427957741
20,20,Logistic Regression C = 0.00175,calibrated,4.73,0.050095044410639,0.00140304680472812
20,20,Logistic Regression C = 0.00175,calibrated,4.74,0.108766974339042,0.00292563172610927
20,20,Logistic Regression C = 0.00175,calibrated,4.75,0.207101743089551,0.00739230989639655
20,20,Logistic Regression C = 0.00175,calibrated,4.76,0.347530842505298,0.00895593611941961
20,20,Logistic Regression C = 0.00175,calibrated,4.77,0.512550783267624,0.0109310989624547
20,20,Logistic Regression C = 0.00175,calibrated,4.78,0.667722349514676,0.00829312327824412
20,20,Logistic Regression C = 0.00175,calibrated,4.79,0.794106031087157,0.00542264671783312
20,20,Logistic Regression C = 0.00175,calibrated,4.81,0.930402112049011,0.00395025794427778
20,20,Logistic Regression C = 0.00175,calibrated,4.82,0.96230105481046,0.00172077525670039
20,20,Logistic Regression C = 0.00175,calibrated,4.83,0.979573310425526,0.000791674563871707
20,20,Logistic Regression C = 0.00175,calibrated,4.84,0.988130420091981,0.00102038698376045
20,20,Logistic Regression C = 0.00175,calibrated,4.85,0.993550219137578,0.000336077285237286
20,20,Logistic Regression C = 0.00175,calibrated,4.86,0.996212949606191,0.000235083173269165
20,20,Logistic Regression C = 0.00175,calibrated,4.87,0.997635971678135,0.000113789358889161
20,20,Logistic Regression C = 0.00175,calibrated,4.88,0.998502912609497,6.08337858914526E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.9,0.999405875696261,2.70177340514964E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.93,0.999808615327908,1.05336026457961E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.67,0.00899567012039885,0.00030703329829353
20,20,Logistic Regression C = 0.00175,uncalibrated,4.7,0.0403692967264206,0.000911346122113524
20,20,Logistic Regression C = 0.00175,uncalibrated,4.72,0.100707167397653,0.00172119226484703
20,20,Logistic Regression C = 0.00175,uncalibrated,4.73,0.151568335495635,0.00188992807500526
20,20,Logistic Regression C = 0.00175,uncalibrated,4.74,0.222494010506369,0.00267770023629351
20,20,Logistic Regression C = 0.00175,uncalibrated,4.75,0.308130518663474,0.00551252091180967
20,20,Logistic Regression C = 0.00175,uncalibrated,4.76,0.407252972238063,0.00538586689465468
20,20,Logistic Regression C = 0.00175,uncalibrated,4.77,0.510638451000387,0.00659038743391754
20,20,Logistic Regression C = 0.00175,uncalibrated,4.78,0.607831316613457,0.00528869551707938
20,20,Logistic Regression C = 0.00175,uncalibrated,4.79,0.695683530866677,0.0043945156656256
20,20,Logistic Regression C = 0.00175,uncalibrated,4.81,0.822346479007717,0.00532400090512675
20,20,Logistic Regression C = 0.00175,uncalibrated,4.82,0.867889275468563,0.00211544211125472
20,20,Logistic Regression C = 0.00175,uncalibrated,4.83,0.901717719434697,0.00198490279110976
20,20,Logistic Regression C = 0.00175,uncalibrated,4.84,0.9244709480712,0.00250212939000027
20,20,Logistic Regression C = 0.00175,uncalibrated,4.85,0.944324449695307,0.00136711528115791
20,20,Logistic Regression C = 0.00175,uncalibrated,4.86,0.957609814338609,0.00108396359373837
20,20,Logistic Regression C = 0.00175,uncalibrated,4.87,0.96661952638121,0.000768546087347529
20,20,Logistic Regression C = 0.00175,uncalibrated,4.88,0.973517565441201,0.000558658329172928
20,20,Logistic Regression C = 0.00175,uncalibrated,4.9,0.983850654857145,0.000403737002361395
20,20,Logistic Regression C = 0.00175,uncalibrated,4.93,0.990938213913061,0.000297531560927987
20,20,kNN,calibrated,4.67,0.000159261026288774,6.40276233237868E-19
20,20,kNN,calibrated,4.7,0.000159261026288775,6.40276233237868E-19
20,20,kNN,calibrated,4.72,0.000160479467572363,8.57069013280172E-07
20,20,kNN,calibrated,4.73,0.00141946060557707,0.000704802200046636
20,20,kNN,calibrated,4.74,0.0106461169389926,0.00171602204210218
20,20,kNN,calibrated,4.75,0.0648085352314688,0.00642659246259016
20,20,kNN,calibrated,4.76,0.204993362867936,0.0123637360363068
20,20,kNN,calibrated,4.77,0.472090509351316,0.0179830067446894
20,20,kNN,calibrated,4.78,0.746802881179593,0.0132887005524359
20,20,kNN,calibrated,4.79,0.919682796973396,0.00565741034466723
20,20,kNN,calibrated,4.81,0.996877089367466,0.000794838166123498
20,20,kNN,calibrated,4.82,0.999504717645858,0.000303943853972505
20,20,kNN,calibrated,4.83,0.999836481720366,4.57074292505324E-07
20,20,kNN,calibrated,4.84,0.999836938794597,4.30560463497216E-15
20,20,kNN,calibrated,4.85,0.999836938794591,4.11831391011561E-15
20,20,kNN,calibrated,4.86,0.999836938794608,4.64439612620813E-15
20,20,kNN,calibrated,4.87,0.999836938794604,3.92208970471224E-15
20,20,kNN,calibrated,4.88,0.999836938794604,4.9026121308903E-15
20,20,kNN,calibrated,4.9,0.999836938794595,4.9026121308903E-15
20,20,kNN,calibrated,4.93,0.999836938794604,4.9026121308903E-15
20,20,kNN,uncalibrated,4.67,0,0
20,20,kNN,uncalibrated,4.7,0,0
20,20,kNN,uncalibrated,4.72,3.61729064930387E-05,3.61729064930367E-05
20,20,kNN,uncalibrated,4.73,0.00129295678802314,0.000544402858115005
20,20,kNN,uncalibrated,4.74,0.0119190283400809,0.00190841344695815
20,20,kNN,uncalibrated,4.75,0.066697775703842,0.00695487038175569
20,20,kNN,uncalibrated,4.76,0.205086774386595,0.0122496102101452
20,20,kNN,uncalibrated,4.77,0.463012516184722,0.0155960462922201
20,20,kNN,uncalibrated,4.78,0.731527777777777,0.0125693293426283
20,20,kNN,uncalibrated,4.79,0.90755555555555,0.00575651512198018
20,20,kNN,uncalibrated,4.81,0.994754265342501,0.00123208254681975
20,20,kNN,uncalibrated,4.82,0.999373638344227,0.00029956427015243
20,20,kNN,uncalibrated,4.83,0.999973488865333,2.65111346765774E-05
