feature_set,n_features,model,calibration,K0,chi,chi_err
30,30,Logistic Regression C = 0.00175,uncalibrated,4.72,0.00309640625127644,0.000176382028192827
30,30,Logistic Regression C = 0.00175,uncalibrated,4.73,0.00627027652274463,0.000293550206943815
30,30,Logistic Regression C = 0.00175,uncalibrated,4.74,0.0110194051087562,0.000469201471897349
30,30,Logistic Regression C = 0.00175,uncalibrated,4.75,0.0165080503466195,0.000786673616689206
30,30,Logistic Regression C = 0.00175,uncalibrated,4.76,0.0196702016725337,0.000585168224607782
30,30,Logistic Regression C = 0.00175,uncalibrated,4.77,0.0210450006832361,0.000561013103706752
30,30,Logistic Regression C = 0.00175,uncalibrated,4.78,0.0187693702213716,0.000428432864474493
30,30,Logistic Regression C = 0.00175,uncalibrated,4.79,0.0144404787618647,0.000482559825713365
30,30,Logistic Regression C = 0.00175,uncalibrated,4.81,0.00685575023513134,0.000275999502448806
30,30,Logistic Regression C = 0.00175,uncalibrated,4.82,0.0041086349770884,0.000366774350479714
30,30,Logistic Regression C = 0.00175,uncalibrated,4.83,0.00240290575131822,0.000121849061000316
30,30,Logistic Regression C = 0.00175,uncalibrated,4.84,0.00144213601593918,0.000186450982720314
30,30,Logistic Regression C = 0.00175,uncalibrated,4.85,0.000822417816368699,6.98644595464821E-05
30,30,Logistic Regression C = 0.00175,uncalibrated,4.86,0.000499025591985023,4.72260529227544E-05
30,30,Logistic Regression C = 0.00175,uncalibrated,4.87,0.000310014934218541,2.13304035356603E-05
30,30,Logistic Regression C = 0.00175,uncalibrated,4.88,0.00019447240109902,1.121966851674E-05
30,30,Logistic Regression C = 0.00175,uncalibrated,4.9,8.1271046235078E-05,4.94088050605463E-06
30,30,Logistic Regression C = 0.00175,uncalibrated,4.93,2.2990929900547E-05,1.26671385149034E-06
30,30,kNN kd_tree,calibrated,4.67,-5.14334442385442E-38,2.72973070466928E-54
30,30,kNN kd_tree,calibrated,4.7,-7.20134374387332E-38,3.22986092704004E-54
30,30,kNN kd_tree,calibrated,4.72,3.33517448184472E-05,3.33490592232114E-05
30,30,kNN kd_tree,calibrated,4.73,0.00106644165605131,0.000544280633664703
30,30,kNN kd_tree,calibrated,4.74,0.0101026783492364,0.00167539028287176
30,30,kNN kd_tree,calibrated,4.75,0.057690693871014,0.00474784488620662
30,30,kNN kd_tree,calibrated,4.76,0.149187685860033,0.00709541960167895
30,30,kNN kd_tree,calibrated,4.77,0.223089266103841,0.0013412070917886
30,30,kNN kd_tree,calibrated,4.78,0.158449668309892,0.00636275038746021
30,30,kNN kd_tree,calibrated,4.79,0.057366395524286,0.00410966151865618
30,30,kNN kd_tree,calibrated,4.81,0.00184840063448422,0.000709952352036128
30,30,kNN kd_tree,calibrated,4.82,0.000167246283797793,0.000144168897912375
30,30,kNN kd_tree,calibrated,4.83,1.5760691601222E-09,1.57606916012227E-09
30,30,kNN kd_tree,calibrated,4.84,1.10933563257793E-31,5.72636099599745E-46
30,30,kNN kd_tree,calibrated,4.85,-4.14207009120738E-30,3.6110634883919E-46
30,30,kNN kd_tree,calibrated,4.86,1.1093356324172E-31,5.76391130651135E-46
30,30,kNN kd_tree,calibrated,4.87,-8.2594028046481E-30,4.31287166031574E-46
30,30,kNN kd_tree,calibrated,4.88,-5.42404820672223E-30,5.32735362034965E-46
30,30,kNN kd_tree,calibrated,4.9,-6.0527195831175E-30,4.35710739887498E-46
30,30,kNN kd_tree,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
30,30,kNN kd_tree,uncalibrated,4.67,0,0
30,30,kNN kd_tree,uncalibrated,4.7,0,0
30,30,kNN kd_tree,uncalibrated,4.72,4.33995560788616E-05,3.68008570109511E-05
30,30,kNN kd_tree,uncalibrated,4.73,0.00108637461411841,0.000528657237669695
30,30,kNN kd_tree,uncalibrated,4.74,0.00936973366686637,0.00160136306537621
30,30,kNN kd_tree,uncalibrated,4.75,0.0522209653587573,0.00454842770746468
30,30,kNN kd_tree,uncalibrated,4.76,0.132162813300158,0.00658427875846768
30,30,kNN kd_tree,uncalibrated,4.77,0.196754439510087,0.00236500401519979
30,30,kNN kd_tree,uncalibrated,4.78,0.142188752204187,0.00540035370413859
30,30,kNN kd_tree,uncalibrated,4.79,0.0526642089426796,0.00352248280382586
30,30,kNN kd_tree,uncalibrated,4.81,0.00211987840103729,0.000632856640040063
30,30,kNN kd_tree,uncalibrated,4.82,0.000163222921857494,8.16259218954193E-05
30,30,kNN kd_tree,uncalibrated,4.83,0,0
30,30,kNN kd_tree,uncalibrated,4.84,0,0
30,30,kNN kd_tree,uncalibrated,4.85,0,0
30,30,kNN kd_tree,uncalibrated,4.86,0,0
30,30,kNN kd_tree,uncalibrated,4.87,0,0
30,30,kNN kd_tree,uncalibrated,4.88,0,0
30,30,kNN kd_tree,uncalibrated,4.9,0,0
30,30,kNN kd_tree,uncalibrated,4.93,0,0
30,30,SVM (RBF),calibrated,4.67,4.08165916875166E-07,1.23267310209919E-07
30,30,SVM (RBF),calibrated,4.7,3.40670257193241E-05,8.32652268508934E-06
30,30,SVM (RBF),calibrated,4.72,0.0017629526513821,0.000407431463624289
30,30,SVM (RBF),calibrated,4.73,0.00780158284685748,0.000788039734739149
30,30,SVM (RBF),calibrated,4.74,0.0245667982697326,0.00142485664292673
30,30,SVM (RBF),calibrated,4.75,0.0567233865805515,0.0029891618936021
30,30,SVM (RBF),calibrated,4.76,0.0810642692736477,0.00186713113945244
30,30,SVM (RBF),calibrated,4.77,0.0805682909697052,0.00128772867861993
30,30,SVM (RBF),calibrated,4.78,0.0532011312702258,0.00177471160164582
30,30,SVM (RBF),calibrated,4.79,0.0225891505552172,0.00147357148339608
30,30,SVM (RBF),calibrated,4.81,0.00233232022772002,0.000305539946354604
30,30,SVM (RBF),calibrated,4.82,0.000322774329866006,6.44695321193875E-05
30,30,SVM (RBF),calibrated,4.83,6.18942772560718E-05,1.67397754036548E-05
30,30,SVM (RBF),calibrated,4.84,1.99235163634158E-05,8.2341473409937E-06
30,30,SVM (RBF),calibrated,4.85,3.12019799909611E-06,7.82721518824904E-07
30,30,SVM (RBF),calibrated,4.86,8.14303392383929E-07,1.56069895849301E-07
30,30,SVM (RBF),calibrated,4.87,2.89764077153829E-07,5.28427231232105E-08
30,30,SVM (RBF),calibrated,4.88,9.10607050063315E-08,9.31535221881839E-09
30,30,SVM (RBF),calibrated,4.9,2.17357974042904E-08,2.41805326713373E-09
30,30,SVM (RBF),calibrated,4.93,8.88956275236383E-09,9.80362059315829E-10
30,30,SVM (RBF),uncalibrated,4.67,0.00052220822133225,1.88576676176081E-05
30,30,SVM (RBF),uncalibrated,4.7,0.00136078899043749,4.89447802562941E-05
30,30,SVM (RBF),uncalibrated,4.72,0.00256682882384624,0.000109480143087633
30,30,SVM (RBF),uncalibrated,4.73,0.00332158259548853,0.00011133738970957
30,30,SVM (RBF),uncalibrated,4.74,0.00392958420684235,0.000103278177537085
30,30,SVM (RBF),uncalibrated,4.75,0.00451885799696244,0.000164327464620583
30,30,SVM (RBF),uncalibrated,4.76,0.00456221651077861,0.000123297029390582
30,30,SVM (RBF),uncalibrated,4.77,0.00445513435010734,0.000104401827187074
30,30,SVM (RBF),uncalibrated,4.78,0.00407837992638114,0.000100588373589997
30,30,SVM (RBF),uncalibrated,4.79,0.0035475518732668,0.000112116375540924
30,30,SVM (RBF),uncalibrated,4.81,0.00243284473121728,8.78938508652265E-05
30,30,SVM (RBF),uncalibrated,4.82,0.00183178573728458,0.000105904590031912
30,30,SVM (RBF),uncalibrated,4.83,0.001363882876258,4.21148514725577E-05
30,30,SVM (RBF),uncalibrated,4.84,0.00102605326606675,9.84734876286832E-05
30,30,SVM (RBF),uncalibrated,4.85,0.000738512699541325,4.5381421593455E-05
30,30,SVM (RBF),uncalibrated,4.86,0.000537339453789362,3.5568233615517E-05
30,30,SVM (RBF),uncalibrated,4.87,0.000400570249376575,2.29928069152414E-05
30,30,SVM (RBF),uncalibrated,4.88,0.000301217503870986,1.10645672275356E-05
30,30,SVM (RBF),uncalibrated,4.9,0.000200129320863581,7.8833992545832E-06
30,30,SVM (RBF),uncalibrated,4.93,0.000195745542528434,1.43263037089521E-05
30,30,Neural Network,calibrated,4.67,6.54436329329142E-15,9.6412662156838E-16
30,30,Neural Network,calibrated,4.7,2.92684184832995E-07,2.92659574279255E-07
30,30,Neural Network,calibrated,4.72,0.000618441820162021,0.000270913066764681
30,30,Neural Network,calibrated,4.73,0.00417952416069194,0.000912735307047931
30,30,Neural Network,calibrated,4.74,0.0226493741668364,0.00273658301182033
30,30,Neural Network,calibrated,4.75,0.077062223466189,0.00663174327038243
30,30,Neural Network,calibrated,4.76,0.152609462675604,0.00416216003858379
30,30,Neural Network,calibrated,4.77,0.179516481763271,0.00150644512645386
30,30,Neural Network,calibrated,4.78,0.118539320505065,0.00508105158640098
30,30,Neural Network,calibrated,4.79,0.0465600331400166,0.00345835690464306
30,30,Neural Network,calibrated,4.81,0.002625850735666,0.000545857588366158
30,30,Neural Network,calibrated,4.82,0.000305512326559434,0.000173911024207959
30,30,Neural Network,calibrated,4.83,5.0823221700108E-08,3.63391542525292E-08
30,30,Neural Network,calibrated,4.84,3.13911639687079E-07,3.13382810796389E-07
30,30,Neural Network,calibrated,4.85,3.30933010789833E-10,2.4322847946256E-10
30,30,Neural Network,calibrated,4.86,8.78584127469054E-12,3.55243314000908E-12
30,30,Neural Network,calibrated,4.87,2.69097715257102E-12,7.23540431302475E-13
30,30,Neural Network,calibrated,4.88,5.48459726722814E-13,8.21367821646973E-14
30,30,Neural Network,calibrated,4.9,1.13065255865473E-13,3.1418322174082E-14
30,30,Neural Network,calibrated,4.93,3.09414348365699E-15,6.50321150245973E-16
30,30,Neural Network,uncalibrated,4.67,1.06666566173283E-11,2.79914134299543E-12
30,30,Neural Network,uncalibrated,4.7,6.41465115961454E-07,5.4212242674024E-07
30,30,Neural Network,uncalibrated,4.72,0.000606038486703868,0.000228903600282371
30,30,Neural Network,uncalibrated,4.73,0.00325180451343042,0.000746365412607662
30,30,Neural Network,uncalibrated,4.74,0.0163284504932187,0.00152397313003113
30,30,Neural Network,uncalibrated,4.75,0.0521586676146875,0.00419677212655863
30,30,Neural Network,uncalibrated,4.76,0.0990670838515713,0.00341864228674599
30,30,Neural Network,uncalibrated,4.77,0.118409283044179,0.00138604728431726
30,30,Neural Network,uncalibrated,4.78,0.0843804853973457,0.0028882872288311
30,30,Neural Network,uncalibrated,4.79,0.0373485168802966,0.002461844538338
30,30,Neural Network,uncalibrated,4.81,0.00330042629243123,0.000658881041331345
30,30,Neural Network,uncalibrated,4.82,0.00048138971151586,0.000193420565215113
30,30,Neural Network,uncalibrated,4.83,4.12119967914815E-05,1.59051398804523E-05
30,30,Neural Network,uncalibrated,4.84,1.22351464143872E-05,6.06501674796806E-06
30,30,Neural Network,uncalibrated,4.85,8.82611986536025E-07,3.17271573215754E-07
30,30,Neural Network,uncalibrated,4.86,1.55346018540206E-07,5.76368432889041E-08
30,30,Neural Network,uncalibrated,4.87,4.66573391288426E-08,1.39547319601613E-08
30,30,Neural Network,uncalibrated,4.88,1.23864089849634E-08,2.86171581448177E-09
30,30,Neural Network,uncalibrated,4.9,1.64191245653295E-09,3.4905633339265E-10
30,30,Neural Network,uncalibrated,4.93,8.89508459162439E-11,1.86256187729097E-11
20,20,Logistic Regression,calibrated,4.67,9.88971104400805E-08,1.8126538721525E-08
20,20,Logistic Regression,calibrated,4.7,3.14121141456328E-05,5.95132364523476E-06
20,20,Logistic Regression,calibrated,4.72,0.00102523182354958,0.000136141987910136
20,20,Logistic Regression,calibrated,4.73,0.00423890935275201,0.00038316197674519
20,20,Logistic Regression,calibrated,4.74,0.0129999900039705,0.000912708749316174
20,20,Logistic Regression,calibrated,4.75,0.0297148759465264,0.00181864823159282
20,20,Logistic Regression,calibrated,4.76,0.0449785959382436,0.00164832149631403
20,20,Logistic Regression,calibrated,4.77,0.0511509212498791,0.000953391647323504
20,20,Logistic Regression,calibrated,4.78,0.0414028569999451,0.00100656372686091
20,20,Logistic Regression,calibrated,4.79,0.0243049671241159,0.00102345659683346
20,20,Logistic Regression,calibrated,4.81,0.00524073601270124,0.00037446749113077
20,20,Logistic Regression,calibrated,4.82,0.00175487881912492,0.000319618719381423
20,20,Logistic Regression,calibrated,4.83,0.000561472590388718,4.80627354115156E-05
20,20,Logistic Regression,calibrated,4.84,0.00020515223353077,5.24333161714784E-05
20,20,Logistic Regression,calibrated,4.85,6.22644410126011E-05,1.13745716444536E-05
20,20,Logistic Regression,calibrated,4.86,2.31980542512259E-05,4.34137582136377E-06
20,20,Logistic Regression,calibrated,4.87,9.48570393629349E-06,1.32615417699903E-06
20,20,Logistic Regression,calibrated,4.88,3.53176651758482E-06,4.20144261717441E-07
20,20,Logistic Regression,calibrated,4.9,7.3583429091664E-07,9.57894879261114E-08
20,20,Logistic Regression,calibrated,4.93,5.91239931996324E-08,6.06080141014856E-09
20,20,Logistic Regression,uncalibrated,4.67,3.90491942425641E-08,7.85463154368848E-09
20,20,Logistic Regression,uncalibrated,4.7,2.11158066050296E-05,4.79290071770254E-06
20,20,Logistic Regression,uncalibrated,4.72,0.000936277136251283,0.000148979881531199
20,20,Logistic Regression,uncalibrated,4.73,0.00427660635134084,0.000417440055250324
20,20,Logistic Regression,uncalibrated,4.74,0.0140200833351295,0.00101863339184547
20,20,Logistic Regression,uncalibrated,4.75,0.033341402253364,0.00206499492544726
20,20,Logistic Regression,uncalibrated,4.76,0.0509757764055652,0.00182297668057651
20,20,Logistic Regression,uncalibrated,4.77,0.0567031149597743,0.00100489330070244
20,20,Logistic Regression,uncalibrated,4.78,0.0438054230363748,0.00113442004398505
20,20,Logistic Regression,uncalibrated,4.79,0.0238661129989181,0.00110013304255621
20,20,Logistic Regression,uncalibrated,4.81,0.00429258716229822,0.000352856276075614
20,20,Logistic Regression,uncalibrated,4.82,0.00126911346380068,0.000272055351314237
20,20,Logistic Regression,uncalibrated,4.83,0.000355205021510558,3.49449087154796E-05
20,20,Logistic Regression,uncalibrated,4.84,0.000118239408026903,3.43922542694209E-05
20,20,Logistic Regression,uncalibrated,4.85,3.15445531980929E-05,6.46542862337924E-06
20,20,Logistic Regression,uncalibrated,4.86,1.07276129199632E-05,2.27968078589309E-06
20,20,Logistic Regression,uncalibrated,4.87,4.03127304210803E-06,6.27312293855323E-07
20,20,Logistic Regression,uncalibrated,4.88,1.34911331466981E-06,1.80714387433528E-07
20,20,Logistic Regression,uncalibrated,4.9,2.51363572245733E-07,3.76989975248977E-08
20,20,Logistic Regression,uncalibrated,4.93,1.55431551921635E-08,1.77986523186926E-09
20,20,Logistic Regression C = 0.00175,calibrated,4.67,9.94483952263522E-08,1.8134516903748E-08
20,20,Logistic Regression C = 0.00175,calibrated,4.7,3.07279099406738E-05,6.05605636003822E-06
20,20,Logistic Regression C = 0.00175,calibrated,4.72,0.000996228808159029,0.0001343947754379
20,20,Logistic Regression C = 0.00175,calibrated,4.73,0.00413998367147329,0.000384424808410304
20,20,Logistic Regression C = 0.00175,calibrated,4.74,0.012758192996965,0.000911764186562998
20,20,Logistic Regression C = 0.00175,calibrated,4.75,0.0293602898727629,0.00185141424531264
20,20,Logistic Regression C = 0.00175,calibrated,4.76,0.0449129924478108,0.00168175877146141
20,20,Logistic Regression C = 0.00175,calibrated,4.77,0.0517562786242952,0.000975099718828052
20,20,Logistic Regression C = 0.00175,calibrated,4.78,0.0425007380864699,0.00101056359885878
20,20,Logistic Regression C = 0.00175,calibrated,4.79,0.0254456350665717,0.00105198722841516
20,20,Logistic Regression C = 0.00175,calibrated,4.81,0.00567152428115855,0.000389641871506744
20,20,Logistic Regression C = 0.00175,calibrated,4.82,0.00193936180807781,0.000357608712860348
20,20,Logistic Regression C = 0.00175,calibrated,4.83,0.000624512012754776,5.34312984891847E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.84,0.000229621016774669,5.86711535988477E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.85,7.05426326542913E-05,1.30260621918254E-05
20,20,Logistic Regression C = 0.00175,calibrated,4.86,2.61942079544206E-05,5.00757211411934E-06
20,20,Logistic Regression C = 0.00175,calibrated,4.87,1.07222181347271E-05,1.52356644105809E-06
20,20,Logistic Regression C = 0.00175,calibrated,4.88,3.9761368392675E-06,4.84259545176458E-07
20,20,Logistic Regression C = 0.00175,calibrated,4.9,8.35848268327948E-07,1.12134802718725E-07
20,20,Logistic Regression C = 0.00175,calibrated,4.93,6.52646097287444E-08,7.0128157216416E-09
20,20,Logistic Regression C = 0.00175,uncalibrated,4.67,3.86974980125722E-05,3.62004840704446E-06
20,20,Logistic Regression C = 0.00175,uncalibrated,4.7,0.000646707664454051,4.17208295357686E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.72,0.0032923577512957,0.000160723391715694
20,20,Logistic Regression C = 0.00175,uncalibrated,4.73,0.00626428010650837,0.000272132949137087
20,20,Logistic Regression C = 0.00175,uncalibrated,4.74,0.0105851176942214,0.000457585930957707
20,20,Logistic Regression C = 0.00175,uncalibrated,4.75,0.0154933619578435,0.000741321719028582
20,20,Logistic Regression C = 0.00175,uncalibrated,4.76,0.0181553544580693,0.000590492646988989
20,20,Logistic Regression C = 0.00175,uncalibrated,4.77,0.019397096912102,0.000473755395828147
20,20,Logistic Regression C = 0.00175,uncalibrated,4.78,0.0175318683460296,0.000415510694052613
20,20,Logistic Regression C = 0.00175,uncalibrated,4.79,0.0138097950647351,0.000445942306999422
20,20,Logistic Regression C = 0.00175,uncalibrated,4.81,0.00699251751409224,0.000273957494785893
20,20,Logistic Regression C = 0.00175,uncalibrated,4.82,0.0044231745859223,0.000379127559851732
20,20,Logistic Regression C = 0.00175,uncalibrated,4.83,0.00268662631175067,0.000105511570556667
20,20,Logistic Regression C = 0.00175,uncalibrated,4.84,0.00167746384668272,0.000211057405835916
20,20,Logistic Regression C = 0.00175,uncalibrated,4.85,0.000992696197970607,7.75655999991391E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.86,0.000629927583810889,5.43129255330135E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.87,0.000404029190770745,2.49489635861574E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.88,0.00025918351796254,1.44905793098155E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,4.9,0.000115015477227959,6.49147313567889E-06
20,20,Logistic Regression C = 0.00175,uncalibrated,4.93,3.47376515805226E-05,1.75112651140549E-06
20,20,kNN kd_tree,calibrated,4.67,-5.14334442385442E-38,2.72973070466928E-54
20,20,kNN kd_tree,calibrated,4.7,-7.20134374387332E-38,3.22986092704004E-54
20,20,kNN kd_tree,calibrated,4.72,4.10342434912052E-09,2.88587956009168E-09
20,20,kNN kd_tree,calibrated,4.73,0.00104980002684929,0.000652357479126039
20,20,kNN kd_tree,calibrated,4.74,0.00878848633622963,0.00166580330657705
20,20,kNN kd_tree,calibrated,4.75,0.0530033610616021,0.00518816527971938
20,20,kNN kd_tree,calibrated,4.76,0.143929824057382,0.00661593392000955
20,20,kNN kd_tree,calibrated,4.77,0.222836672214048,0.00182531233257488
20,20,kNN kd_tree,calibrated,4.78,0.16681547438901,0.00590357160233355
20,20,kNN kd_tree,calibrated,4.79,0.063884952516775,0.00429720444391996
20,20,kNN kd_tree,calibrated,4.81,0.00217155009608384,0.000733118724005038
20,20,kNN kd_tree,calibrated,4.82,0.00024853385773689,0.000246316895820801
20,20,kNN kd_tree,calibrated,4.83,1.5760691601222E-09,1.57606916012227E-09
20,20,kNN kd_tree,calibrated,4.84,1.10933563257793E-31,5.72636099599745E-46
20,20,kNN kd_tree,calibrated,4.85,-4.14207009120738E-30,3.6110634883919E-46
20,20,kNN kd_tree,calibrated,4.86,1.1093356324172E-31,5.76391130651135E-46
20,20,kNN kd_tree,calibrated,4.87,-8.2594028046481E-30,4.31287166031574E-46
20,20,kNN kd_tree,calibrated,4.88,-5.42404820672223E-30,5.32735362034965E-46
20,20,kNN kd_tree,calibrated,4.9,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN kd_tree,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN kd_tree,uncalibrated,4.67,0,0
20,20,kNN kd_tree,uncalibrated,4.7,0,0
20,20,kNN kd_tree,uncalibrated,4.72,7.23458129860702E-06,7.23458129860735E-06
20,20,kNN kd_tree,uncalibrated,4.73,0.000868434464451031,0.000435244512017638
20,20,kNN kd_tree,uncalibrated,4.74,0.00843445240339869,0.00172109887107959
20,20,kNN kd_tree,uncalibrated,4.75,0.047377667982705,0.00517735693264564
20,20,kNN kd_tree,uncalibrated,4.76,0.126313313557595,0.00632650465474187
20,20,kNN kd_tree,uncalibrated,4.77,0.196024895341968,0.00175501307427853
20,20,kNN kd_tree,uncalibrated,4.78,0.149364011102883,0.00454873280216215
20,20,kNN kd_tree,uncalibrated,4.79,0.0586332936349761,0.0037245596866488
20,20,kNN kd_tree,uncalibrated,4.81,0.00264247905064016,0.000613251747773452
20,20,kNN kd_tree,uncalibrated,4.82,0.00029926168999009,0.000217783466396019
20,20,kNN kd_tree,uncalibrated,4.83,5.30222693531283E-06,5.30222693531283E-06
20,20,kNN kd_tree,uncalibrated,4.84,0,0
20,20,kNN kd_tree,uncalibrated,4.85,0,0
20,20,kNN kd_tree,uncalibrated,4.86,0,0
20,20,kNN kd_tree,uncalibrated,4.87,0,0
20,20,kNN kd_tree,uncalibrated,4.88,0,0
20,20,kNN kd_tree,uncalibrated,4.9,0,0
20,20,kNN kd_tree,uncalibrated,4.93,0,0
20,20,SVM (RBF),calibrated,4.67,1.55259079262164E-07,4.79238761937557E-08
20,20,SVM (RBF),calibrated,4.7,1.5764089216634E-05,4.34987048989878E-06
20,20,SVM (RBF),calibrated,4.72,0.00109156771516334,0.000257381982528885
20,20,SVM (RBF),calibrated,4.73,0.00579681088929433,0.000699893878896931
20,20,SVM (RBF),calibrated,4.74,0.0196614598692053,0.00132601647678915
20,20,SVM (RBF),calibrated,4.75,0.0500598149096196,0.00309522932038883
20,20,SVM (RBF),calibrated,4.76,0.0770546626399141,0.00217296002464281
20,20,SVM (RBF),calibrated,4.77,0.0813098619204065,0.00119542116166451
20,20,SVM (RBF),calibrated,4.78,0.0562984281296365,0.00173800989685904
